(F18.2,1X,F18.2,1X,F10.0)
         425685.59         9578175.00      1430.
         425695.47         9578170.00      1430.
         425700.00         9578168.00      1430.
         425714.34         9578161.00      1430.
         425728.12         9578153.00      1430.
         425733.59         9578150.00      1430.
         425744.28         9578144.00      1430.
         425750.00         9578142.00      1430.
         425761.25         9578136.00      1430.
         425765.25         9578135.00      1430.
         425775.00         9578131.00      1430.
         425779.97         9578130.00      1430.
         425800.00         9578128.00      1430.
         425805.47         9578130.00      1430.
         425815.22         9578135.00      1430.
         425825.00         9578139.00      1430.
         425831.56         9578143.00      1430.
         425841.16         9578150.00      1430.
         425845.56         9578154.00      1430.
         425850.00         9578158.00      1430.
         425858.19         9578167.00      1430.
         425867.25         9578175.00      1430.
         425871.03         9578179.00      1430.
         425875.00         9578182.00      1430.
         425883.81         9578191.00      1430.
         425910.69         9578214.00      1430.
         425938.97         9578236.00      1430.
         425950.00         9578244.00      1430.
         425953.81         9578246.00      1430.
         425959.97         9578250.00      1430.
         425969.03         9578256.00      1430.
         425975.00         9578260.00      1430.
         425984.69         9578265.00      1430.
         425997.75         9578273.00      1430.
         426001.81         9578275.00      1430.
         426016.06         9578284.00      1430.
         426025.00         9578290.00      1430.
         426031.62         9578293.00      1430.
         426043.41         9578300.00      1430.
         426050.00         9578305.00      1430.
         426062.78         9578312.00      1430.
         426078.09         9578322.00      1430.
         426082.66         9578325.00      1430.
         426092.22         9578333.00      1430.
         426100.00         9578340.00      1430.
         426106.59         9578343.00      1430.
         426119.22         9578350.00      1430.
         426122.38         9578353.00      1430.
         426125.00         9578356.00      1430.
         426131.16         9578369.00      1430.
         426133.06         9578375.00      1430.
         426132.91         9578383.00      1430.
         426133.62         9578391.00      1430.
         426133.50         9578400.00      1430.
         426131.25         9578406.00      1430.
         426125.00         9578427.00      1430.
         426116.69         9578442.00      1430.
         426112.88         9578450.00      1430.
         426107.91         9578458.00      1430.
         426100.00         9578471.00      1430.
         426097.91         9578475.00      1430.
         426088.53         9578489.00      1430.
         426077.94         9578503.00      1430.
         426075.00         9578506.00      1430.
         426066.19         9578516.00      1430.
         426057.16         9578525.00      1430.
         426053.41         9578528.00      1430.
         426050.00         9578531.00      1430.
         426039.78         9578540.00      1430.
         426031.06         9578544.00      1430.
         426025.00         9578547.00      1430.
         425422.16         9578011.00      1430.
         425414.66         9578010.00      1430.
         425409.91         9578010.00      1430.
         425400.00         9578009.00      1430.
         425391.53         9578008.00      1430.
         425383.19         9578008.00      1430.
         425375.00         9578008.00      1430.
         425350.00         9578004.00      1430.
         425338.47         9578000.00      1430.
         425325.00         9577995.00      1430.
         425300.00         9577979.00      1430.
         425295.09         9577975.00      1430.
         425275.00         9577955.00      1430.
         425270.53         9577950.00      1430.
         425263.28         9577938.00      1430.
         425254.69         9577925.00      1430.
         425250.00         9577916.00      1430.
         425244.84         9577905.00      1430.
         425242.34         9577900.00      1430.
         425233.59         9577875.00      1430.
         425227.34         9577852.00      1430.
         425226.47         9577849.00      1430.
         425222.56         9577827.00      1430.
         425220.97         9577821.00      1430.
         425217.31         9577808.00      1430.
         425215.47         9577800.00      1430.
         425210.84         9577789.00      1430.
         425207.50         9577775.00      1430.
         425205.91         9577769.00      1430.
         425204.41         9577754.00      1430.
         425203.50         9577750.00      1430.
         425200.00         9577729.00      1430.
         425194.44         9577706.00      1430.
         425193.19         9577700.00      1430.
         425189.41         9577675.00      1430.
         425186.28         9577650.00      1430.
         425185.12         9577640.00      1430.
         425184.59         9577635.00      1430.
         425183.53         9577625.00      1430.
         425182.88         9577617.00      1430.
         425182.19         9577607.00      1430.
         425181.59         9577600.00      1430.
         425180.69         9577575.00      1430.
         425180.53         9577569.00      1430.
         425180.38         9577555.00      1430.
         425180.22         9577550.00      1430.
         425179.84         9577545.00      1430.
         425179.38         9577529.00      1430.
         425179.06         9577525.00      1430.
         425178.94         9577521.00      1430.
         425179.22         9577504.00      1430.
         425179.09         9577500.00      1430.
         425179.53         9577495.00      1430.
         425181.22         9577481.00      1430.
         425181.75         9577475.00      1430.
         425182.97         9577467.00      1430.
         425184.28         9577459.00      1430.
         425185.62         9577450.00      1430.
         425190.22         9577425.00      1430.
         425195.50         9577400.00      1430.
         425199.78         9577375.00      1430.
         425205.81         9577356.00      1430.
         425207.69         9577350.00      1430.
         425216.12         9577341.00      1430.
         425225.00         9577335.00      1430.
         425075.00         9576555.00      1430.
         425056.41         9576556.00      1430.
         425050.00         9576555.00      1430.
         425047.06         9576553.00      1430.
         425039.81         9576550.00      1430.
         425030.78         9576544.00      1430.
         425025.00         9576541.00      1430.
         425017.25         9576533.00      1430.
         425008.06         9576525.00      1430.
         425004.25         9576521.00      1430.
         425000.00         9576517.00      1430.
         424993.34         9576507.00      1430.
         424987.00         9576500.00      1430.
         424980.78         9576494.00      1430.
         424975.00         9576489.00      1430.
         424968.12         9576482.00      1430.
         424961.19         9576475.00      1430.
         424956.00         9576469.00      1430.
         424950.00         9576462.00      1430.
         424944.75         9576455.00      1430.
         424940.44         9576450.00      1430.
         424934.31         9576441.00      1430.
         424925.00         9576428.00      1430.
         424919.41         9576419.00      1430.
         424914.19         9576411.00      1430.
         424906.72         9576400.00      1430.
         424903.94         9576396.00      1430.
         424900.00         9576391.00      1430.
         424888.41         9576375.00      1430.
         424883.56         9576366.00      1430.
         424875.00         9576351.00      1430.
         424867.66         9576325.00      1430.
         424866.41         9576316.00      1430.
         424865.50         9576309.00      1430.
         424864.09         9576300.00      1430.
         424864.34         9576275.00      1430.
         424865.81         9576266.00      1430.
         424867.28         9576258.00      1430.
         424868.56         9576250.00      1430.
         424870.09         9576245.00      1430.
         424875.00         9576230.00      1430.
         424876.62         9576227.00      1430.
         424882.66         9576217.00      1430.
         424886.56         9576212.00      1430.
         424895.00         9576200.00      1430.
         424900.00         9576195.00      1430.
         424925.00         9576180.00      1430.
         424938.44         9576175.00      1430.
         424947.50         9576172.00      1430.
         424953.38         9576172.00      1430.
         424970.62         9576171.00      1430.
         424975.00         9576170.00      1430.
         424978.97         9576171.00      1430.
         424998.66         9576174.00      1430.
         425003.44         9576175.00      1430.
         425025.00         9576183.00      1430.
         425036.22         9576189.00      1430.
         425050.00         9576195.00      1430.
         425064.03         9576200.00      1430.
         425072.31         9576203.00      1430.
         425080.75         9576206.00      1430.
         425100.00         9576213.00      1430.
         425107.44         9576218.00      1430.
         425120.34         9576225.00      1430.
         425125.00         9576228.00      1430.
         425150.00         9576250.00      1430.
         425168.50         9576275.00      1430.
         425170.84         9576279.00      1430.
         425175.00         9576286.00      1430.
         425181.19         9576300.00      1430.
         425188.75         9576325.00      1430.
         425190.47         9576335.00      1430.
         425191.88         9576342.00      1430.
         425193.38         9576350.00      1430.
         425194.66         9576375.00      1430.
         425194.56         9576380.00      1430.
         425194.50         9576394.00      1430.
         425194.38         9576400.00      1430.
         425194.44         9576406.00      1430.
         425195.19         9576420.00      1430.
         425195.22         9576425.00      1430.
         425195.00         9576430.00      1430.
         425195.03         9576445.00      1430.
         425194.78         9576450.00      1430.
         425193.62         9576456.00      1430.
         425192.06         9576467.00      1430.
         425190.50         9576475.00      1430.
         425186.91         9576487.00      1430.
         425182.59         9576500.00      1430.
         425180.16         9576505.00      1430.
         425175.00         9576515.00      1430.
         425170.50         9576520.00      1430.
         425166.31         9576525.00      1430.
         425158.91         9576534.00      1430.
         425150.00         9576544.00      1430.
         425144.88         9576545.00      1430.
         425129.56         9576545.00      1430.
         425125.00         9576546.00      1430.
         425120.25         9576545.00      1430.
         425107.19         9576543.00      1430.
         425100.00         9576542.00      1430.
         425094.31         9576544.00      1430.
         425081.16         9576550.00      1430.
         425078.78         9576554.00      1430.
         425075.00         9576555.00      1430.
         425096.72         9576600.00      1430.
         425103.28         9576597.00      1430.
         425119.41         9576600.00      1430.
         425123.53         9576601.00      1430.
         425126.84         9576623.00      1430.
         425125.00         9576636.00      1430.
         421291.34         9572500.00      1440.
         421279.62         9572505.00      1440.
         421275.00         9572506.00      1440.
         421250.00         9572514.00      1440.
         421225.00         9572521.00      1440.
         421201.00         9572526.00      1440.
         421175.00         9572531.00      1440.
         421150.00         9572534.00      1440.
         421125.00         9572537.00      1440.
         421100.00         9572539.00      1440.
         421075.00         9572540.00      1440.
         421050.00         9572540.00      1440.
         421025.00         9572540.00      1440.
         421000.00         9572538.00      1440.
         420975.00         9572536.00      1440.
         420950.00         9572531.00      1440.
