!
!     ZIMS FILE NAME :  sample1   
!     FORMATTED FILE CREATION DATE:  JAN  8 98
!     FORMATTED FILE CREATION TIME:   9:55
!
@sample1 HEADER            ,      FALT,      80,       1
 X (EASTING)         , 1, 1, 1,  1, 15, 7,  0.1000000E+31,            , 15, 7, 0
 Y (NORTHING)        , 2, 2, 1, 16, 30, 7,  0.1000000E+31,            , 15, 7, 0
 SEG I.D.            , 3,35, 1, 31, 40, 1,  0.1000000E+31,            , 10, 1, 0
@
   2442342.       5884844.           1.0                                        
   2442466.       5884454.           1.0                                        
   2442661.       5883656.           1.0                                        
   2442802.       5882699.           1.0                                        
   2442962.       5881848.           1.0                                        
   2443028.       5880948.           1.0                                        
   2443111.       5879074.           1.0                                        
   2443147.       5877746.           1.0                                        
   2443111.       5875918.           1.0                                        
   2443076.       5874388.           1.0                                        
   2443072.       5874250.           1.0                                        
   2442988.       5873752.           1.0                                        
   2442859.       5872719.           1.0                                        
   2442527.       5871520.           1.0                                        
   2442140.       5870340.           1.0                                        
   2441697.       5869234.           1.0                                        
   2441181.       5868331.           1.0                                        
   2440517.       5867520.           1.0                                        
   2440007.       5867124.           1.0                                        
   2439758.       5866952.           1.0                                        
   2439284.       5866398.           1.0                                        
   2438800.       5865842.           1.0                                        
   2438370.       5865475.           1.0                                        
   2438254.       5865323.           1.0                                        
   2436317.       5868300.           2.0                                        
   2436736.       5868527.           2.0                                        
   2437057.       5868730.           2.0                                        
   2437604.       5869132.           2.0                                        
   2438050.       5869520.           2.0                                        
   2438401.       5869885.           2.0                                        
   2438786.       5870398.           2.0                                        
   2439132.       5870926.           2.0                                        
   2439485.       5871554.           2.0                                        
   2439802.       5872102.           2.0                                        
   2440073.       5872601.           2.0                                        
   2440302.       5873201.           2.0                                        
   2440410.       5873488.           2.0                                        
   2440502.       5873844.           2.0                                        
   2440541.       5873982.           2.0                                        
   2440568.       5874150.           2.0                                        
   2440710.       5874788.           2.0                                        
   2440828.       5875590.           2.0                                        
   2440897.       5876238.           2.0                                        
   2440924.       5876544.           2.0                                        
   2440970.       5877082.           2.0                                        
   2440985.       5877614.           2.0                                        
   2440958.       5878030.           2.0                                        
   2440882.       5878476.           2.0                                        
   2440798.       5879004.           2.0                                        
   2440748.       5879236.           2.0                                        
   2440469.       5880485.           2.0                                        
   2440316.       5880936.           2.0                                        
   2440148.       5881322.           2.0                                        
   2440004.       5881589.           2.0                                        
   2439881.       5881818.           2.0                                        
   2439568.       5882341.           2.0                                        
   2439339.       5882849.           2.0                                        
   2439049.       5883376.           2.0                                        
   2438663.       5883972.           2.0                                        
   2438568.       5884098.           2.0                                        
   2442412.       5882681.           3.0                                        
   2441803.       5882656.           3.0                                        
   2441296.       5882656.           3.0                                        
   2440941.       5882605.           3.0                                        
   2440596.       5882450.           3.0                                        
   2440336.       5882173.           3.0                                        
   2440050.       5881938.           3.0                                        
   2439798.       5881635.           3.0                                        
   2439364.       5881175.           3.0                                        
   2438774.       5880342.           3.0                                        
   2438523.       5879787.           3.0                                        
   2438401.       5879406.           3.0                                        
   2438349.       5879223.           3.0                                        
   2438250.       5878516.           3.0                                        
   2438225.       5877786.           3.0                                        
   2438173.       5876488.           3.0                                        
   2438180.       5875810.           3.0                                        
   2438210.       5875100.           3.0                                        
   2438301.       5874474.           3.0                                        
   2438369.       5873921.           3.0                                        
   2438520.       5873378.           3.0                                        
   2438731.       5872864.           3.0                                        
   2438867.       5872215.           3.0                                        
   2438867.       5871732.           3.0                                        
   2438898.       5871370.           3.0                                        
   2438882.       5870962.           3.0                                        
   2438898.       5870539.           3.0                                        
   2438928.       5870146.           3.0                                        
   2438852.       5869770.           3.0                                        
   2438505.       5869271.           3.0                                        
   2438430.       5868803.           3.0                                        
   2438369.       5868274.           3.0                                        
   2438309.       5867550.           3.0                                        
   2438339.       5867172.           3.0                                        
   2438399.       5866946.           3.0                                        
   2438490.       5866735.           3.0                                        
   2438731.       5866478.           3.0                                        
   2438958.       5866372.           3.0                                        
   2439380.       5866222.           3.0                                        
   2439758.       5866146.           3.0                                        
   2440407.       5866116.           3.0                                        
   2441177.       5866100.           3.0                                        
   2441856.       5866131.           3.0                                        
   2442445.       5866418.           3.0                                        
   2442762.       5866780.           3.0                                        
   2443170.       5867610.           3.0                                        
   2443578.       5869044.           3.0                                        
   2444030.       5871430.           3.0                                        
   2444332.       5873800.           3.0                                        
   2444468.       5875294.           3.0                                        
   2444528.       5876970.           3.0                                        
   2444514.       5878224.           3.0                                        
   2444528.       5879386.           3.0                                        
   2444393.       5880700.           3.0                                        
   2444181.       5881182.           3.0                                        
   2443894.       5881680.           3.0                                        
   2443713.       5882013.           3.0                                        
   2443426.       5882270.           3.0                                        
   2443124.       5882496.           3.0                                        
   2442838.       5882632.           3.0                                        
   2442611.       5882677.           3.0                                        
   2442412.       5882681.           3.0                                        

