!
!     ZIMS FILE NAME :  XXXXXXXXXXXXXXXXXXXXXXX   
!     FORMATTED FILE CREATION DATE:  JAN  8 98
!     FORMATTED FILE CREATION TIME:   9:51
!
@XXXXXXXXXXXXXXXXXXXXX HEADER            ,      CNTR,      80,       1
 X VALUE             , 1, 1, 1,  1, 15, 7,  0.1000000E+31,            , 15, 7, 0
 Y VALUE             , 2, 2, 1, 16, 30, 7,  0.1000000E+31,            , 15, 7, 0
@
  0.1000000E+31  -1600.000                                                      
   2443843.       5870441.                                                      
   2443841.       5870438.                                                      
   2443839.       5870434.                                                      
   2443838.       5870432.                                                      
   2443834.       5870425.                                                      
   2443833.       5870424.                                                      
   2443830.       5870419.                                                      
   2443827.       5870413.                                                      
   2443827.       5870412.                                                      
   2443823.       5870406.                                                      
   2443820.       5870402.                                                      
   2443820.       5870400.                                                      
   2443816.       5870394.                                                      
   2443814.       5870392.                                                      
   2443812.       5870388.                                                      
   2443808.       5870382.                                                      
   2443808.       5870382.                                                      
   2443804.       5870375.                                                      
   2443802.       5870372.                                                      
   2443800.       5870369.                                                      
   2443796.       5870363.                                                      
   2443796.       5870362.                                                      
   2443792.       5870356.                                                      
   2443789.       5870352.                                                      
   2443788.       5870350.                                                      
   2443784.       5870344.                                                      
   2443783.       5870342.                                                      
   2443780.       5870338.                                                      
   2443776.       5870332.                                                      
   2443761.       5870306.                                                      
   2443746.       5870282.                                                      
   2443738.       5870269.                                                      
   2443733.       5870262.                                                      
   2443722.       5870244.                                                      
   2443714.       5870232.                                                      
   2443698.       5870206.                                                      
   2443683.       5870182.                                                      
   2443683.       5870182.                                                      
   2443667.       5870156.                                                      
   2443650.       5870130.                                                      
   2443632.       5870103.                                                      
   2443615.       5870076.                                                      
   2443598.       5870050.                                                      
   2443580.       5870024.                                                      
   2443563.       5869997.                                                      
   2443553.       5869982.                                                      
   2443545.       5869969.                                                      
   2443533.       5869951.                                                      
   2443528.       5869944.                                                      
   2443520.       5869932.                                                      
   2443504.       5869906.                                                      
   2443492.       5869888.                                                      
   2443465.       5869848.                                                      
   2443439.       5869808.                                                      
   2443412.       5869769.                                                      
   2443386.       5869730.                                                      
   2443360.       5869690.                                                      
   2443333.       5869650.                                                      
   2443329.       5869644.                                                      
   2443320.       5869632.                                                      
   2443304.       5869606.                                                      
   2443287.       5869582.                                                      
   2443283.       5869576.                                                      
   2443270.       5869556.                                                      
   2443254.       5869532.                                                      
   2443245.       5869519.                                                      
   2443233.       5869501.                                                      
   2443228.       5869494.                                                      
   2443220.       5869482.                                                      
   2443204.       5869456.                                                      
   2443187.       5869432.                                                      
   2443183.       5869426.                                                      
   2443170.       5869406.                                                      
   2443154.       5869382.                                                      
   2443142.       5869363.                                                      
   2443133.       5869350.                                                      
   2443125.       5869338.                                                      
   2443121.       5869332.                                                      
   2443105.       5869306.                                                      
   2443089.       5869282.                                                      
   2443085.       5869275.                                                      
   2443083.       5869272.                                                      
   2443070.       5869250.                                                      
   2443058.       5869232.                                                      
   2443046.       5869213.                                                      
   2443033.       5869190.                                                      
   2443031.       5869188.                                                      
   2443028.       5869182.                                                      
   2443013.       5869156.                                                      
   2442998.       5869132.                                                      
   2442990.       5869119.                                                      
   2442983.       5869108.                                                      
   2442975.       5869094.                                                      
   2442967.       5869082.                                                      
   2442952.       5869056.                                                      
   2442938.       5869032.                                                      
   2442934.       5869025.                                                      
   2442933.       5869024.                                                      
   2442918.       5869000.                                                      
   2442907.       5868982.                                                      
   2442896.       5868963.                                                      
   2442883.       5868942.                                                      
   2442880.       5868938.                                                      
   2442876.       5868932.                                                      
   2442861.       5868906.                                                      
   2442846.       5868882.                                                      
   2442838.       5868869.                                                      
   2442833.       5868862.                                                      
   2442822.       5868844.                                                      
   2442814.       5868832.                                                      
   2442797.       5868806.                                                      
   2442783.       5868785.                                                      
   2442781.       5868782.                                                      
   2442764.       5868756.                                                      
   2442746.       5868732.                                                      
   2442738.       5868719.                                                      
   2442733.       5868712.                                                      
   2442720.       5868694.                                                      
   2442711.       5868682.                                                      
   2442698.       5868663.                                                      
   2442683.       5868644.                                                      
   2442678.       5868638.                                                      
   2442674.       5868632.                                                      
   2442654.       5868606.                                                      
   2442634.       5868582.                                                      
   2442633.       5868580.                                                      
   2442614.       5868556.                                                      
   2442592.       5868532.                                                      
   2442587.       5868525.                                                      
   2442583.       5868521.                                                      
   2442564.       5868500.                                                      
   2442547.       5868482.                                                      
   2442541.       5868475.                                                      
   2442533.       5868467.                                                      
   2442516.       5868450.                                                      
   2442498.       5868432.                                                      
   2442489.       5868424.                                                      
   2442483.       5868418.                                                      
   2442464.       5868400.                                                      
   2442445.       5868382.                                                      
   2442439.       5868376.                                                      
   2442433.       5868370.                                                      
   2442414.       5868353.                                                      
   2442390.       5868332.                                                      
   2442389.       5868330.                                                      
   2442383.       5868325.                                                      
   2442358.       5868303.                                                      
   2442333.       5868282.                                                      
   2442333.       5868282.                                                      
   2442308.       5868261.                                                      
   2442283.       5868240.                                                      
   2442277.       5868236.                                                      
   2442272.       5868232.                                                      
   2442252.       5868216.                                                      
   2442233.       5868201.                                                      
   2442220.       5868192.                                                      
   2442208.       5868182.                                                      
   2442196.       5868172.                                                      
   2442183.       5868163.                                                      
   2442164.       5868149.                                                      
   2442140.       5868132.                                                      
   2442139.       5868131.                                                      
   2442133.       5868126.                                                      
   2442108.       5868109.                                                      
   2442083.       5868092.                                                      
   2442077.       5868088.                                                      
   2442068.       5868082.                                                      
   2442052.       5868070.                                                      
   2442033.       5868058.                                                      
   2442014.       5868046.                                                      
   2441992.       5868032.                                                      
   2441989.       5868030.                                                      
   2441983.       5868026.                                                      
   2441958.       5868010.                                                      
   2441933.       5867996.                                                      
   2441920.       5867988.                                                      
   2441908.       5867982.                                                      
   2441896.       5867974.                                                      
   2441883.       5867967.                                                      
   2441858.       5867953.                                                      
   2441833.       5867940.                                                      
   2441827.       5867936.                                                      
   2441818.       5867932.                                                      
   2441802.       5867923.                                                      
   2441783.       5867913.                                                      
   2441758.       5867900.                                                      
   2441733.       5867888.                                                      
   2441727.       5867885.                                                      
   2441720.       5867882.                                                      
   2441702.       5867873.                                                      
   2441683.       5867864.                                                      
   2441658.       5867853.                                                      
   2441633.       5867842.                                                      
   2441620.       5867836.                                                      
   2441609.       5867832.                                                      
   2441596.       5867826.                                                      
   2441583.       5867820.                                                      
   2441558.       5867810.                                                      
   2441533.       5867800.                                                      
   2441508.       5867790.                                                      
   2441487.       5867782.                                                      
   2441483.       5867780.                                                      
   2441458.       5867771.                                                      
   2441433.       5867762.                                                      
   2441408.       5867754.                                                      
   2441378.       5867744.                                                      
   2441348.       5867734.                                                      
   2441317.       5867724.                                                      
   2441287.       5867715.                                                      
   2441256.       5867706.                                                      
   2441226.       5867698.                                                      
   2441208.       5867693.                                                      
   2441183.       5867686.                                                      
   2441170.       5867684.                                                      
   2441164.       5867682.                                                      
   2441146.       5867677.                                                      
   2441134.       5867674.                                                      
   2441088.       5867662.                                                      
   2441042.       5867651.                                                      
   2440996.       5867638.                                                      
   2440950.       5867626.                                                      
   2440904.       5867614.                                                      
   2440858.       5867600.                                                      
   2440833.       5867593.                                                      
   2440814.       5867588.                                                      
   2440795.       5867582.                                                      
   2440789.       5867580.                                                      
   2440783.       5867578.                                                      
   2440758.       5867570.                                                      
   2440733.       5867562.                                                      
   2440708.       5867554.                                                      
   2440683.       5867544.                                                      
   2440670.       5867538.                                                      
   2440655.       5867532.                                                      
   2440652.       5867530.                                                      
   2440646.       5867528.                                                      
   2440639.       5867528.                                                      
   2440633.       5867528.                                                      
   2440627.       5867529.                                                      
   2440620.       5867531.                                                      
   2440620.       5867532.                                                      
   2440614.       5867535.                                                      
   2440611.       5867538.                                                      
   2440608.       5867542.                                                      
   2440606.       5867544.                                                      
   2440604.       5867550.                                                      
   2440604.       5867556.                                                      
   2440604.       5867563.                                                      
   2440604.       5867569.                                                      
   2440602.       5867575.                                                      
   2440602.       5867576.                                                      
   2440599.       5867582.                                                      
   2440596.       5867588.                                                      
   2440596.       5867588.                                                      
   2440593.       5867594.                                                      
   2440590.       5867600.                                                      
   2440589.       5867600.                                                      
   2440587.       5867606.                                                      
  0.1000000E+31  -1500.000                                                      
   2439458.       5866206.                                                      
   2439458.       5866206.                                                      
   2439458.       5866207.                                                      
   2439461.       5866213.                                                      
   2439464.       5866218.                                                      
   2439465.       5866219.                                                      
   2439469.       5866225.                                                      
   2439470.       5866228.                                                      
   2439473.       5866232.                                                      
   2439477.       5866237.                                                      
   2439477.       5866238.                                                      
   2439482.       5866244.                                                      
   2439483.       5866246.                                                      
   2439487.       5866250.                                                      
   2439489.       5866252.                                                      
   2439494.       5866256.                                                      
   2439496.       5866258.                                                      
   2439502.       5866263.                                                      
   2439508.       5866267.                                                      
   2439511.       5866269.                                                      
   2439514.       5866271.                                                      
   2439520.       5866275.                                                      
   2439521.       5866275.                                                      
   2439527.       5866280.                                                      
   2439529.       5866282.                                                      
   2439533.       5866285.                                                      
   2439536.       5866288.                                                      
   2439539.       5866291.                                                      
   2439543.       5866294.                                                      
   2439546.       5866296.                                                      
   2439550.       5866300.                                                      
   2439552.       5866302.                                                      
   2439557.       5866306.                                                      
   2439558.       5866307.                                                      
   2439564.       5866312.                                                      
   2439566.       5866313.                                                      
   2439570.       5866316.                                                      
   2439574.       5866319.                                                      
   2439577.       5866321.                                                      
   2439582.       5866325.                                                      
   2439583.       5866326.                                                      
   2439589.       5866332.                                                      
   2439608.       5866349.                                                      
   2439633.       5866368.                                                      
   2439639.       5866374.                                                      
   2439649.       5866382.                                                      
   2439664.       5866395.                                                      
   2439683.       5866411.                                                      
   2439696.       5866421.                                                      
   2439719.       5866442.                                                      
   2439742.       5866464.                                                      
   2439766.       5866486.                                                      
   2439788.       5866508.                                                      
   2439810.       5866530.                                                      
   2439832.       5866554.                                                      
   2439832.       5866554.                                                      
   2439864.       5866590.                                                      
   2439895.       5866625.                                                      
   2439900.       5866632.                                                      
   2439916.       5866650.                                                      
   2439933.       5866668.                                                      
   2439940.       5866675.                                                      
   2439945.       5866682.                                                      
   2439960.       5866700.                                                      
   2439983.       5866721.                                                      
   2439989.       5866726.                                                      
   2439994.       5866732.                                                      
   2440014.       5866752.                                                      
   2440033.       5866766.                                                      
   2440046.       5866776.                                                      
   2440052.       5866782.                                                      
   2440070.       5866795.                                                      
   2440083.       5866803.                                                      
   2440108.       5866818.                                                      
   2440133.       5866832.                                                      
   2440133.       5866832.                                                      
   2440158.       5866843.                                                      
   2440183.       5866853.                                                      
   2440208.       5866861.                                                      
   2440233.       5866868.                                                      
   2440258.       5866875.                                                      
   2440283.       5866881.                                                      
   2440286.       5866882.                                                      
   2440308.       5866886.                                                      
   2440333.       5866890.                                                      
   2440358.       5866894.                                                      
   2440383.       5866898.                                                      
   2440408.       5866900.                                                      
   2440433.       5866904.                                                      
   2440458.       5866906.                                                      
   2440483.       5866908.                                                      
   2440508.       5866910.                                                      
   2440533.       5866912.                                                      
   2440558.       5866913.                                                      
   2440583.       5866915.                                                      
   2440608.       5866917.                                                      
   2440633.       5866919.                                                      
   2440658.       5866920.                                                      
   2440683.       5866922.                                                      
   2440708.       5866924.                                                      
   2440733.       5866926.                                                      
   2440758.       5866928.                                                      
   2440783.       5866929.                                                      
   2440808.       5866930.                                                      
   2440833.       5866930.                                                      
   2440858.       5866930.                                                      
   2440883.       5866930.                                                      
